datetime,category,headline,id,image,related,source,summary,url
2024-12-02 23:35:12,company,Top 50 High Quality Dividend Growth Stocks - November 2024,131746074,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1484268315/image_1484268315.jpg?io=getty-c-w1536,NTES,SeekingAlpha,Track 50 high-quality dividend stocks for potential investment opportunities and November's performance vs. SPY and SCHD. Read an analysis here.,https://finnhub.io/api/news?id=5c72b4022da9322f4b2a3445f35cc7aeb4cfcd455fc733cbbe0ac4af4f7edf1e
2024-12-09 14:30:03,company,NetEase (NTES) Crossed Above the 200-Day Moving Average: What That Means for Investors,131872423,https://media.zenfs.com/en/zacks.com/a41b81fe729c761f3f94f42ff348f70c,NTES,Yahoo,Is it a good or bad thing when a stock surpasses resistance at the 200-day simple moving average?,https://finnhub.io/api/news?id=e832c0c30034085cdd5dd2495428182003c81941e0962c10002c7e107a99cd41
2024-12-09 18:15:04,company,"Bernstein gives 2025 outlook on China internet stocks, upgrades JD.com",131872422,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,NTES,Yahoo,Investing.com -- Bernstein noted a mixed macroeconomic outlook for China in 2025 while expressing optimism about specific internet stocks that benefit from “idiosyncratic growth drivers” and shareholder-friendly policies.,https://finnhub.io/api/news?id=49a23119a328de613b6f7e27fdd61bc13427fe935c97ebf8f5040cdb59620b3b
2024-12-11 10:05:00,company,Netease Cloud Music Expands Galaxy Album Writing Camp's Reach with Global Talent,131916686,https://media.zenfs.com/en/prnewswire.com/5859d4b49e117fc534a8bd7a1f9aded8,NTES,Yahoo,"Netease Cloud Music's (NCM) Galaxy Album Writing Camp, a premier songwriting initiative, established to support domestic music artists, has expanded to embrace international music artists and songwriters aiming to enhance cross-market collaborations and cultural exchange.",https://finnhub.io/api/news?id=9f69caf5634f9620e699c481596c2c50d799cd02ce29bfa4be22de9e1602d12c
2024-12-18 14:30:10,company,"Disney's Marvel Rivals Game Hits 20 Million Players, Proves Superhero Power Still Reigns",132042186,https://media.zenfs.com/en/Benzinga/066ffebd9105111e4f06495f996acb15,NTES,Yahoo,"On Tuesday, Marvel Rivals posted on X (formerly Twitter) that it has hit 20 million players in less than 2 weeks after launch. Marvel Rivals is a superhero team-based player versus player (PVP) shooter developed by Walt Disney Co (NYSE:DIS) Marvel Games and NetEase Inc (NASDAQ:NTES) NetEase Games in the Marvel Universe. On December 9, the video game company said it reached 10 million players globally following its launch on PC, PlayStation 5, and Xbox Series X/S. ? We are thrilled to announce th",https://finnhub.io/api/news?id=56c4a80ec4a0deea41cebb1549c3c56df61180fecd25222287459457abf90577
2024-12-19 13:49:00,company,Best Momentum Stock to Buy for December 19th,132052224,https://media.zenfs.com/en/zacks.com/6a3f31499cad45f54c416ad8ced0cbe0,NTES,Yahoo,"NTES, PLAB and SEIC made it to the Zacks Rank #1 (Strong Buy) momentum stocks list on December 19, 2024.",https://finnhub.io/api/news?id=6b37b090938cae043fbdd451bbe2497d1a797e24e5c91cd9fdb85dc75af633f8
2024-12-19 17:00:10,company,NetEase (NTES) Upgraded to Strong Buy: Here's What You Should Know,132057034,https://media.zenfs.com/en/zacks.com/ace7df31c7fcb10255abe7c990ea373a,NTES,Yahoo,"NetEase (NTES) has been upgraded to a Zacks Rank #1 (Strong Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.",https://finnhub.io/api/news?id=b9c4cc4a4a6b95ead8045a0396723f8c4877d28d543c56dbad079133deb852e6
2024-12-24 01:03:55,company,NetEase: The Chinese Stock In The Right Industry At The Right Price,132127605,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1866417879/image_1866417879.jpg?io=getty-c-w1536,NTES,SeekingAlpha,"NetEase has started to repurchase shares, as they must believe shares are underpriced. Read why I'm optimistic about NTES stock right now.",https://finnhub.io/api/news?id=dabaf2f75691c623b076aba81f8cfff4a09e8f61fbf3fc646fb6adc7d97a802f
2024-12-27 13:28:00,company,NetEase Rises 7% in a Month: Is the Stock a Portfolio Must Have?,132178304,https://media.zenfs.com/en/zacks.com/a713370376b14786261bcb5360525f13,NTES,Yahoo,"NTES' strong portfolio, backed by continuous efforts to enhance its offerings, demonstrates solid growth prospects, making the stock an attractive buy.",https://finnhub.io/api/news?id=0d796757c7f5e78d6a3e0fe008ea875252f56f76b5a530d0824a57e48977548e
2024-12-28 11:55:15,company,"Gaming industry sees ‘diminished’ returns from graphics investing, NYT reports",132186191,https://media.zenfs.com/en/tipranks_452/a8f70397463971c0b3dc5797fbcda982,NTES,Yahoo,"For decades, companies like Sony (SONY) and Microsoft (MSFT) made bets that realistic graphics for video games were the key to drawing bigger audiences, with the industry spending billions to pursue the idea, but companies are now acknowledging that investing in graphics is providing diminished financial returns, the New York Times’ Zachary Small reports, citing industry sources. “It’s very clear that high-fidelity visuals are only moving the needle for a vocal class of gamers in their 40s and 5",https://finnhub.io/api/news?id=523ddbfe2242b2e8e4790f8750b7dcbaeee67f636cad950b904ade77610fd409
2025-01-08 20:43:39,company,Morgan Stanley upgrades NetEase on PC game pipeline,132345218,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,NTES,Yahoo,"Investing.com -- Morgan Stanley upgraded NetEase Inc (NASDAQ:NTES) to ""overweight"" from ""equal-weight,"" raising its price target to $108 from $90, driven by optimism over its PC gaming business.",https://finnhub.io/api/news?id=210f17d0a213549fa854290785afeafb0e3a8ceb49a0db322e1d0615b275a2cf
2025-01-16 11:25:00,company,NetEase (NTES) Moves 8.2% Higher: Will This Strength Last?,132863318,https://media.zenfs.com/en/zacks.com/124f1f4e4fcc578e5486ea52e0d08740,NTES,Yahoo,NetEase (NTES) saw its shares surge in the last session with trading volume being higher than average. The latest trend in earnings estimate revisions may not translate into further price increase in the near term.,https://finnhub.io/api/news?id=7ccdf0a082bea0d239d4805a2c7e7a81bd0289a0baa3dcfe49fc9c0eb194e302
2025-02-04 13:51:35,company,NetEase Inc. (NTES): Among the Gaming Stocks That Are Solid Bets Despite Tariffs,132863316,https://s.yimg.com/ny/api/res/1.2/Hj7PVO7ojb3FUfXIK_Azrw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1d222ff406ade581b80433de2cb9b1bd,NTES,Yahoo,"We recently compiled a list of the 5 Gaming Stocks That Are Solid Bets Despite Tariffs. In this article, we are going to take a look at where NetEase Inc. (NASDAQ:NTES) stands against the other gaming stocks. As Trump made his move regarding tariffs on multiple trade partners, many stocks with international exposure took a dive. […]",https://finnhub.io/api/news?id=b0e12c5b473ec8033b46159875c53220e3bd29e62ab69216f4e70601083d3d4b
2025-02-06 08:30:00,company,NetEase to Report Fourth Quarter and Fiscal Year 2024 Financial Results on February 20,132863313,https://media.zenfs.com/en/prnewswire.com/d6120b5af36440f291b317d8a3a22cfa,NTES,Yahoo,"NetEase, Inc. (NASDAQ: NTES and HKEX: 9999, ""NetEase"" or the ""Company""), a leading internet and game services provider, today announced that it will report financial results for the fourth quarter and fiscal year 2024 on Thursday, February 20, 2025, before the open of the U.S. markets.",https://finnhub.io/api/news?id=7a60e17327bfbe81343992907ef4efe153b9c314eac112fbdcaf35e124764e4a
2025-02-06 10:11:00,company,"NetEase Cloud Music Inc. to Report Fiscal Year 2024 Financial Results on February 20, 2025",132863311,https://media.zenfs.com/en/prnewswire.com/3215b2257802c132388fcf3ddb997ae2,NTES,Yahoo,"NetEase Cloud Music Inc. (HKEX: 9899 or the ""Company""), a leading interactive music streaming service provider in China, today announced that it will report its financial results for the fiscal year of 2024 ended December 31, 2024 on Thursday, February 20, 2025, after the Hong Kong market closes.",https://finnhub.io/api/news?id=123875aa8fe2a0d6e18ca664eb923338946cc103253fab1c109479ebf48c0cb6
2025-02-10 10:58:15,company,Top 50 High-Quality Dividend Stocks For February 2025,132633881,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2160355656/image_2160355656.jpg?io=getty-c-w1536,NTES,SeekingAlpha,Discover 9 top dividend stocks with 10%+ 5-year return potential based on my valuations and in-depth analysis. Click here.,https://finnhub.io/api/news?id=1bce062c7a6827400403ea3d4ea918c03633a1bf87252c135b885948ba7bedef
2025-02-11 09:52:00,company,Invesco Developing Markets Fund Q4 2024 Commentary,132658073,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2159126735/image_2159126735.jpg?io=getty-c-w1536,NTES,SeekingAlpha,Invesco Developing Markets Fund Class A shares outperformed the MSCI EM Index. Stock selection in the consumer discretionary sector added to relative return.,https://finnhub.io/api/news?id=d820a97b3fa082556eb63048b90df3376f4a938920f9abdf78bd8e95de8d0c72
2025-02-11 14:00:06,company,These 2 Computer and Technology Stocks Could Beat Earnings: Why They Should Be on Your Radar,132863309,https://media.zenfs.com/en/zacks.com/090f58c1efbe3555b861102525e50b39,NTES,Yahoo,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,https://finnhub.io/api/news?id=a41d7ef7ed41e89481f239372adc45cd7d92133715bdc0e89e66cf94f456d0a6
2025-02-14 11:23:27,company,"NetEase, Inc. (NTES): One of the Best Esports Stocks to Buy Now",132863308,https://s.yimg.com/ny/api/res/1.2/Hj7PVO7ojb3FUfXIK_Azrw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1d222ff406ade581b80433de2cb9b1bd,NTES,Yahoo,"We recently compiled a list of the 10 Best Esports Stocks to Buy Now. In this article, we are going to take a look at where NetEase, Inc. (NASDAQ:NTES) stands against the other esports stocks. The esports industry is witnessing significant growth and is expected to continue growing. The COVID-19 pandemic fueled the trend of […]",https://finnhub.io/api/news?id=e3044e4199e4e2406fc517467496dfda535a612c263690716940783ad90e661c
2025-02-20 07:05:05,company,"NetEase, Inc. 2024 Q4 - Results - Earnings Call Presentation",132798433,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,NTES,SeekingAlpha,"The following slide deck was published by NetEase, Inc.",https://finnhub.io/api/news?id=762232a44ae9193592ce4eb20ac0eaae33afa9370755200e2599daac2be6147b
2025-02-20 08:30:00,company,NetEase Announces Fourth Quarter and Fiscal Year 2024 Unaudited Financial Results,132863307,https://media.zenfs.com/en/prnewswire.com/5041f1ecba1159ea4f7fffb1a94d4cf6,NTES,Yahoo,"NetEase, Inc. (NASDAQ: NTES and HKEX: 9999, ""NetEase"" or the ""Company""), a leading internet and game services provider, today announced its unaudited financial results for the fourth quarter and fiscal year ended December 31, 2024.",https://finnhub.io/api/news?id=f2a673cffbf77e609ee70389c557f51078132027a8349ae519f14d45d4da6667
2025-02-20 09:51:00,company,NetEase Cloud Music Inc. Reports Fiscal Year 2024 Financial Results,132863306,https://media.zenfs.com/en/prnewswire.com/bc1be459c3bfe6adf153122468811f62,NTES,Yahoo,"NetEase Cloud Music Inc. (HKEX: 9899 or the ""Company""), a leading interactive music streaming service provider in China, today announced its financial results for the fiscal year 2024 ended December 31, 2024.",https://finnhub.io/api/news?id=44ad228fab7cba3fd69a4d7c5b2a00cfb63964a0e66416daf4a534c1a2d8c4a0
2025-02-20 10:14:00,company,NetEase Resumes Profit Growth but Revenue Slips,132863305,https://media.zenfs.com/en/wsj.com/7b2c285183be07ca3c4e8242b25a59a8,NTES,Yahoo,The Chinese videogame giant could see stronger growth momentum this year thanks to a solid game pipeline.,https://finnhub.io/api/news?id=1df45faa2988e07de195377eccdbddf00833abaaca7a2330009c1cc5c3a139ca
2025-02-20 10:15:13,company,NetEase: Q4 Earnings Snapshot,132863304,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,NTES,Yahoo,"The Hangzhou, China-based company said it had profit of $1.87 per share. Earnings, adjusted for stock option expense, were $2.07 per share. The internet technology company posted revenue of $3.66 billion in the period.",https://finnhub.io/api/news?id=004fba5fea9f1f3f5d98f8c305d031c781929bba558ab50bc28f04ce53b08125
2025-02-20 10:23:15,company,"NetEase, Inc. (NTES) Q4 2024 Earnings Call Transcript",132804161,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,NTES,SeekingAlpha,"NetEase, Inc. (NASDAQ:NTES) Q4 2024 Earnings Conference Call February 20, 2025 7:00 AM ETCompany ParticipantsBrandi Piacente - Investor RelationsBill Pang -...",https://finnhub.io/api/news?id=7f5dae314f78f5449d0d28e7669b5d3ec72127f7a2fd436c040e506b227cc31c
2025-02-20 18:30:16,company,"NetEase Q4 Earnings: Revenue Miss, Gaming and Cost Controls Drive Margins, Boosts Dividend",132863303,https://media.zenfs.com/en/Benzinga/0c0d7b7df8ed475fb9a4358641080ca0,NTES,Yahoo,"On Thursday, NetEase, Inc (NASDAQ:NTES) reported a fiscal fourth-quarter revenue decline of 1.4% year-on-year to $3.66 billion (26.7 billion Chinese yuan), missing the analyst consensus estimate of $3.74 billion. The Chinese gaming player's adjusted EPADS of $2.07 beat the analyst consensus estimate of $1.77. The stock fell after the report. Also Read: Wix Q4 Earnings: EPS Beat, Issues Strong 2025 Outlook With Two Products Launch Segments and margins: Games and related value-added services reven",https://finnhub.io/api/news?id=6651835c5d1e9b94fed124b28df8966c83620283266974e7d52ac514357c6b66
2025-02-20 21:32:21,company,NetEase Stock Drops After Video Game Firm Posts Weak Sales,132863302,https://media.zenfs.com/en/ibd.com/ffa183aa9cf44130531bb6b494542b87,NTES,Yahoo,Chinese video game publisher NetEase beat estimates for Q4 earnings but its sales were light. NetEase stock fell.,https://finnhub.io/api/news?id=dbdecbb356a4941975d7c5f0c7fbe789db6316ca23691cf4980a3e1d2830d249
2025-02-21 07:03:39,company,NetEase Inc (NTES) Q4 2024 Earnings Call Highlights: Record Revenue and Strategic Game Launches ...,132863301,https://media.zenfs.com/en/us.finance.gurufocus/3d8764fbfac0f1a0baa165b0149c5a94,NTES,Yahoo,"NetEase Inc (NTES) reports a 2% increase in total net revenue for 2024, driven by strong performances in gaming and strategic expansions.",https://finnhub.io/api/news?id=76182f0c6473f88f792d5a5b3cb4ef6e0ff765307855e8d1ac763b76f073476d
2025-02-21 16:04:02,company,NetEase’s Billionaire CEO Slashes Jobs and Games in Profit Push,132863300,https://s.yimg.com/ny/api/res/1.2/3WwZSWv3Fbpqd_7SHSnz2Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MDg-/https://media.zenfs.com/en/bloomberg_technology_68/801f9da2078c99f831fbe8135946aedd,NTES,Yahoo,"(Bloomberg) -- After years of expanding overseas, video-game billionaire William Ding is hitting the brakes at NetEase Inc., the pioneering Chinese company behind hits like Eggy Party and its newest blockbuster Marvel Rivals.Most Read from BloombergTrump Targets $128 Billion California High-Speed Rail ProjectTrump Asserts Power Over NYC, Proclaims ‘Long Live the King’Trump to Halt NY Congestion Pricing by Terminating ApprovalAirbnb Billionaire Offers Pre-Fab Homes for LA Fire VictimsSorry, Kids:",https://finnhub.io/api/news?id=5f563b2edfb5273ca04ba5d8a15a45bbf10d1c4adb52f94dd56dbabe57bd3a27
2025-02-22 08:49:21,company,NetEase: Undervalued Gaming Giant With Global Potential,132833492,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2149011578/image_2149011578.jpg?io=getty-c-w1536,NTES,SeekingAlpha,"NetEase's 4Q24 net revenue missed consensus due to non-gaming segment weakness, but gaming revenue rose 1.5% y/y, driven by strong PC game performance.",https://finnhub.io/api/news?id=730aa67f5b661449091d96334421a98ffb371ecd654c53cb7706468952ecb203
2025-02-22 18:21:00,company,NetEase Cloud Music and Starship Entertainment Forge Copyright Partnership to Deliver Premium K-pop Content to Chinese Audiences,132863299,https://media.zenfs.com/en/prnewswire.com/6fc9b004e7fda04884cffa7dc3f6652a,NTES,Yahoo,"Korean entertainment group Starship Entertainment has entered into a copyright partnership with China's premier online music platform, NetEase Cloud Music. This agreement brings Starship's complete catalog, including the latest hits from renowned Korean girl group IVE and their third mini album, ""IVE EMPATHY,"" to Chinese audiences. The partnership not only boosts Starship Entertainment's profile in China but also diversifies the music offerings available to Chinese listeners with a wider array o",https://finnhub.io/api/news?id=812a35926d940b8788d9162d41aa7895e771bd9909cd70ced4795861378dadbd
2025-02-28 21:35:38,company,Why NetEase (NTES) Is Among the Best Video Game Stocks to Buy Now,133183681,https://s.yimg.com/ny/api/res/1.2/Hj7PVO7ojb3FUfXIK_Azrw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1d222ff406ade581b80433de2cb9b1bd,NTES,Yahoo,"We recently published a list of the 10 Best Video Game Stocks to Buy Now. In this article, we are going to take a look at where NetEase, Inc. (NASDAQ:NTES) stands against the other best video game stocks to buy now. Overview of the Gaming Industry The video game industry boomed between 2019 and 2021 […]",https://finnhub.io/api/news?id=352473ab45d50b9a43ce684e8af3ceadebd882efec8cb5a7cab698d1421991ea
2025-03-04 00:42:53,company,Top 50 High-Quality Dividend Stocks For March 2025,132971204,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2150522257/image_2150522257.jpg?io=getty-c-w1536,NTES,SeekingAlpha,Read here for nine attractively valued dividend stocks with detailed analysis and unique valuations. Stay ahead in 2025's market with expert insights.,https://finnhub.io/api/news?id=f1fd84764364d70ffd5f4581ba18b970e5cd587e629c6b6f93842680c8e41c2b
2025-03-06 23:30:00,company,Mag 7 vs. the Terrific 10: China's tech stocks outperform,133100713,https://s.yimg.com/ny/api/res/1.2/MaJ7UkzLEFhtHdV9YcRX4A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2025-03/e3fb28f0-fad9-11ef-afaf-36005f164fc4,NTES,Yahoo,"You may have heard of the Magnificent Seven, now get ready for China's Terrific Ten — the group of tech stocks comprised of Alibaba (BABA, 9988.HK), Tencent (0700.HK, TCEHY), Meituan (3690.HK, MPNGY), Xiaomi (1810.HK, XIACY), BYD (BYDDY, 1211.HK), NetEase (NTES, 9999.HK), Geely (0175.HK, GELYF), JD.com (JD, 9618.HK), Baidu (BIDU, 9888.HK), and Semiconductor Manufacturing International Corporation (0981.HK)., Yahoo Finance host Julie Hyman compares the performance between the Terrific Ten and the Magnificent Seven — which is made up of Meta Platforms (META), Microsoft (MSFT), Alphabet (GOOGL, GOOG), Amazon (AMZN), Apple (AAPL), Nvidia (NVDA), and Tesla (TSLA) — amid recent tech sector sell-offs. To watch more expert insights and analysis on the latest market action, check out more Asking for a Trend here. This post was written by Luke Carberry Mogan.",https://finnhub.io/api/news?id=f59d5801596638399ba25bc16fe83eb0659a0c0da0da00a608f93f0b8f98a886
2025-03-07 09:30:00,company,NetEase to shut down public cloud service as AI boom intensifies competition,133183679,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,NTES,Yahoo,"Chinese internet and video-gaming giant NetEase is shutting down one of its public cloud computing services amid intense competition in a crowded market. The Hangzhou-based company on Friday informed its corporate clients that its public cloud service would be taken offline on April 7, citing a ""business strategy adjustment"". Clients with unused credits in their accounts are eligible for a refund upon request, according to a message seen by the South China Morning Post. A customer service repres",https://finnhub.io/api/news?id=a482be6787574844eacd12dc2fcdb3ee551c85efb2f67a518398d4c7e3837d1f
2025-03-07 16:48:07,company,"Is NetEase, Inc. (NTES) the Cheap Chinese Stock to Buy Now?",133183678,https://s.yimg.com/ny/api/res/1.2/Hj7PVO7ojb3FUfXIK_Azrw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1d222ff406ade581b80433de2cb9b1bd,NTES,Yahoo,"We recently published a list of 10 Cheap Chinese Stocks to Buy Now. In this article, we are going to take a look at where NetEase, Inc. (NASDAQ:NTES) stands against other cheap Chinese stocks to buy now. Chinese Market Outlook 2025 On February 12, Russell Investment released its Chinese market outlook for 2025. The investment […]",https://finnhub.io/api/news?id=fc40c1deeb72ba801934b4230b852f0d358d25110fa88d6c715abbd8fa8dcb38
2025-03-20 00:35:00,company,BlackRock Sustainable Emerging Markets Equity Fund Q4 2024 Commentary,133264131,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1328310670/image_1328310670.jpg?io=getty-c-w1536,NTES,SeekingAlpha,"BlackRock Sustainable Emerging Markets Equity Fund posted returns of -5.34% (Institutional shares) and -5.38% (Investor A shares, without sales charge) for the fourth quarter of 2024.",https://finnhub.io/api/news?id=625e653d4df8fcbe8e8363f0f175b1b8d540d329f383f803590364582488847d
2025-03-20 16:35:54,company,"U.S. video game spending fell 6% y/y in February, says Circana",133326542,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,NTES,Yahoo,"Circana analyst Mat Piscatella said that February 2025 projected U.S. consumer spending on video game hardware, content and accessories declined 6% when compared to the same period a year ago, to $4.5B. Spending so far this year is 11% lower than 2024 year-to-date, at $9.0B. Video game content spending in February fell 4% vs YA, to $4.0B. Subscription growth of 9% was offset by declines in Mobile of 4% and full game and add-on content across both Console (-11%), and PC, Cloud and Non-Console VR",https://finnhub.io/api/news?id=84facae21ec444cfd456b760a4dc4547fac239e25fb8ad610a4d457848ec95fc
2025-03-25 13:07:05,company,"NetEase, Inc. (NASDAQ:NTES): Among the Best Chinese Stocks to Buy According to Billionaires",133557595,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,NTES,Yahoo,"We recently published a list of the 10 Best Chinese Stocks to Buy According to Billionaires. In this article, we are going to take a look at where NetEase, Inc. (NASDAQ:NTES) stands against the other Chinese stocks held by billionaires. The People’s Bank of China’s (PBoC) monetary easing and government stimulus have lifted the valuations […]",https://finnhub.io/api/news?id=f522dffdd98b21b0331d1f76958b4dcd2339f8b74a13765779599a85edc171ed
2025-03-30 20:34:52,company,Is NetEase(NTES) One of the Best Gaming Stocks to Invest In According to Billionaires?,133693794,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,NTES,Yahoo,"We recently compiled a list of the 10 Best Gaming Stocks to Invest In According to Billionaires. In this article, we are going to take a look at where NetEase, Inc. (NASDAQ:NTES) stands against the other gaming stocks. The gaming industry has experienced significant changes over the past few years. During the COVID-19 pandemic, the […]",https://finnhub.io/api/news?id=d4a78887ffdc73f042794a3d3732e6b1c541994e4f50bbbcdc723c8a59769931
